strategy_id,family,concept,entry_profile_id,exit_profile_id,market_profile_id,rs_profile_id,trend_profile_id,target_avg_holding_days,minimum_holding_days_before_soft_exit,max_holding_days,stop_loss_pct,take_profit_pct,atr_stop_mult
lhv1_c9bd48c1f2_fam_00_v0033,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_1d64e283dc_fam_00_v0034,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_96be2f68fc_fam_00_v0035,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_d2e6657cc6_fam_00_v0036,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_076cf4c403_fam_00_v0037,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_7ee0c2e874_fam_00_v0038,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_d376913ca5_fam_00_v0039,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_4ac7943f9d_fam_00_v0040,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_new_high_126d,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_1fea17650f_fam_00_v0041,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_new_high_126d,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_8eda8cf28a_fam_00_v0042,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_new_high_126d,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_179cb85820_fam_00_v0043,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_new_high_126d,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_5e068d0eff_fam_00_v0044,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_9c979d2ca4_fam_00_v0045,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_3e55b02f44_fam_00_v0046,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_ba6a6be21d_fam_00_v0047,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_565727ee5f_fam_00_v0048,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_2bddfc123e_fam_00_v0049,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_a545d08948_fam_00_v0050,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_4a831c2209_fam_00_v0051,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_abbe180c05_fam_00_v0052,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_2202fac9ce_fam_00_v0053,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_b54eb05e12_fam_00_v0054,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_a35c876ef9_fam_00_v0055,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_abeeb1f0b4_fam_00_v0056,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_ee9c8012b9_fam_00_v0057,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_5b5c15525a_fam_00_v0058,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_37b42ace9a_fam_00_v0059,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_b347268fbb_fam_00_v0060,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_1620b66e73_fam_00_v0061,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_87592a313c_fam_00_v0062,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_b9852640d1_fam_00_v0063,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_ef6b63d711_fam_00_v0064,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_8be9230ad5_fam_00_v0065,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_b90ea2a407_fam_00_v0066,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_8075117756_fam_00_v0067,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_ee7e3f1526_fam_00_v0068,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_8a0db1164b_fam_00_v0069,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_d2ef99fee7_fam_00_v0070,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_76be46ba2e_fam_00_v0071,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_f1927e2280_fam_00_v0072,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_3fcdd6f8d7_fam_00_v0073,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_96bcf54cc5_fam_00_v0074,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_1b9a1488fe_fam_00_v0075,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_920e9c5e86_fam_00_v0076,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_new_high_126d,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_309740b3eb_fam_00_v0077,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_new_high_126d,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_5f27e8c130_fam_00_v0078,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_new_high_126d,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_eeafdd19e2_fam_00_v0079,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_new_high_126d,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_da05f2fb18_fam_00_v0080,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_5916e30614_fam_00_v0081,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_7ff0571468_fam_00_v0082,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_dca8357034_fam_00_v0083,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_2ce75fc7b0_fam_00_v0084,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_61bab48a97_fam_00_v0085,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_1aea8818ab_fam_00_v0086,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_f180486ef0_fam_00_v0087,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_12de0471b9_fam_00_v0088,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_new_high_126d,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_1e8e3df63a_fam_00_v0089,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_new_high_126d,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_7c57d8096b_fam_00_v0090,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_new_high_126d,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_5daa5d9c42_fam_00_v0091,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_new_high_126d,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_36f6995653_fam_00_v0092,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_8ac99f435c_fam_00_v0093,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_46907a2090_fam_00_v0094,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_c420589092_fam_00_v0095,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_7e560e261c_fam_00_v0096,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_e99e747ac9_fam_00_v0097,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_0b9cfec449_fam_00_v0098,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_b3ceddf2cb_fam_00_v0099,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_a06523374f_fam_00_v0100,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_861318c4ca_fam_00_v0101,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_a1295e4853_fam_00_v0102,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_a2b362af3a_fam_00_v0103,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_07119cfc5e_fam_00_v0104,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_7a90958a4f_fam_00_v0105,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_cf5bc2efa8_fam_00_v0106,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_f6eb947f34_fam_00_v0107,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_9781838661_fam_00_v0108,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_011fedc7b2_fam_00_v0109,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_c2d84ac1d4_fam_00_v0110,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_9073e8ee2e_fam_00_v0111,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_cd7526d9c7_fam_00_v0112,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_c1d887d253_fam_00_v0113,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_aebd023d70_fam_00_v0114,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_dd1624d2c7_fam_00_v0115,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_de98e0fdf7_fam_00_v0116,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_0c33255614_fam_00_v0117,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_97325801e6_fam_00_v0118,long_trend_pullback,ema20_pullback_continuation,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
