source_id,authors,title,publication_year,publication_date_if_known,direct_url,doi,source_type,peer_reviewed,period_tested,universe,data_used,frequency,signal_definition,execution_assumption,published_cost_assumption,published_results,out_of_sample_evidence,independent_replication,daily_replication_possible,available_before_2011,lookahead_risk,survivorship_risk,revision_risk,data_mining_risk,parameter_count,evidence_quality,usefulness_for_plus_minus_one,decision,decision_reason,study_claim,model_inference,unverified_items,evidence_track,research_family,primary_source,verification_status,canonical_key,verification_method,verification_source_url,verified_on,metadata_correction_note,claim_extraction_status
SRC0260,Robert A. Connolly; Chris Stivers,Momentum and Reversals in Equity-Index Returns During Periods of Abnormal Turnover and Return Dispersion,2003,,https://doi.org/10.1111/1540-6261.00576,10.1111/1540-6261.00576,journal_article,true,See original source; no performance number imported into V2.,Source-specific; not assumed identical to SPY.,"Source-specific market, return, volume, range or methodological data.",Daily or source-native; V2 uses only daily causal transformations.,The source motivates the mechanism; V2 formulas are separately frozen and are not represented as exact replications unless stated.,Not imported. V2 universally decides after close t and executes next SPY open t+1.,Source-specific; V2 headline costs are exactly zero by user contract.,Studies how abnormal turnover and cross-sectional dispersion condition momentum and reversal in equity-index returns.,See source. V2 treats all new rules as untested until Aurora train.,Not established by this record unless separately cited.,true,true,medium; V2 requires rolling/expanding calculations ending at close t.,low for SPY-only; fixed-ETF panels avoid current-constituent reconstruction.,low for raw daily market data; vendor corrections require snapshot hashes.,high at campaign level; 144 V2 plus 168 V1 declared trials are counted cumulatively.,small and frozen,high,Directly motivates sector-dispersion and turnover-conditioned market-direction candidates.,include,Directly motivates sector-dispersion and turnover-conditioned market-direction candidates.,Studies how abnormal turnover and cross-sectional dispersion condition momentum and reversal in equity-index returns.,A plausible mechanism is translated into a deterministic +1/-1 candidate; performance remains unknown.,Exact empirical tables and coefficients were not independently reproduced during package construction.,pre_2011_evidence,dispersion_volume,true,verified_bibliographic_identity_exact,04b47ce176e56ccbb0068d5b25d8296726adb57c532e884edd02009f58ac28f3,Official publisher/repository metadata and DOI where available.,https://doi.org/10.1111/1540-6261.00576,2026-08-05,,abstract_or_official_metadata_checked
SRC0261,E. S. Page,Continuous Inspection Schemes,1954,,https://doi.org/10.1093/biomet/41.1-2.100,10.1093/biomet/41.1-2.100,journal_article,true,See original source; no performance number imported into V2.,Source-specific; not assumed identical to SPY.,"Source-specific market, return, volume, range or methodological data.",Daily or source-native; V2 uses only daily causal transformations.,The source motivates the mechanism; V2 formulas are separately frozen and are not represented as exact replications unless stated.,Not imported. V2 universally decides after close t and executes next SPY open t+1.,Source-specific; V2 headline costs are exactly zero by user contract.,Introduces cumulative-sum sequential change detection.,See source. V2 treats all new rules as untested until Aurora train.,Not established by this record unless separately cited.,true,true,medium; V2 requires rolling/expanding calculations ending at close t.,low for SPY-only; fixed-ETF panels avoid current-constituent reconstruction.,low for raw daily market data; vendor corrections require snapshot hashes.,high at campaign level; 144 V2 plus 168 V1 declared trials are counted cumulatively.,small and frozen,high,Provides the statistical mechanism for deterministic two-sided CUSUM state transitions.,include_method,Provides the statistical mechanism for deterministic two-sided CUSUM state transitions.,Introduces cumulative-sum sequential change detection.,A plausible mechanism is translated into a deterministic +1/-1 candidate; performance remains unknown.,Exact empirical tables and coefficients were not independently reproduced during package construction.,pre_2011_evidence,change_detection,true,verified_bibliographic_identity_exact,2597ab7aa7ad9bd39b559f57e5c6f2d3b5a7d8066e66cf576f23ad6870b58eec,Official publisher/repository metadata and DOI where available.,https://doi.org/10.1093/biomet/41.1-2.100,2026-08-05,,abstract_or_official_metadata_checked
SRC0262,R. L. Brown; J. Durbin; J. M. Evans,Techniques for Testing the Constancy of Regression Relationships over Time,1975,,https://doi.org/10.1111/j.2517-6161.1975.tb01532.x,10.1111/j.2517-6161.1975.tb01532.x,journal_article,true,See original source; no performance number imported into V2.,Source-specific; not assumed identical to SPY.,"Source-specific market, return, volume, range or methodological data.",Daily or source-native; V2 uses only daily causal transformations.,The source motivates the mechanism; V2 formulas are separately frozen and are not represented as exact replications unless stated.,Not imported. V2 universally decides after close t and executes next SPY open t+1.,Source-specific; V2 headline costs are exactly zero by user contract.,Develops recursive-residual and CUSUM procedures for structural stability.,See source. V2 treats all new rules as untested until Aurora train.,Not established by this record unless separately cited.,true,true,medium; V2 requires rolling/expanding calculations ending at close t.,low for SPY-only; fixed-ETF panels avoid current-constituent reconstruction.,low for raw daily market data; vendor corrections require snapshot hashes.,high at campaign level; 144 V2 plus 168 V1 declared trials are counted cumulatively.,small and frozen,high,Supports causal monitoring for parameter drift and breaks without smoothing over the future.,include_method,Supports causal monitoring for parameter drift and breaks without smoothing over the future.,Develops recursive-residual and CUSUM procedures for structural stability.,A plausible mechanism is translated into a deterministic +1/-1 candidate; performance remains unknown.,Exact empirical tables and coefficients were not independently reproduced during package construction.,pre_2011_evidence,change_detection,true,verified_bibliographic_identity_exact,0fa0dbcac3344f9639a02a2e49f00c2267a8ac5212445d936084cf98083e191e,Official publisher/repository metadata and DOI where available.,https://doi.org/10.1111/j.2517-6161.1975.tb01532.x,2026-08-05,,abstract_or_official_metadata_checked
SRC0263,Carla Inclán; George C. Tiao,Use of Cumulative Sums of Squares for Retrospective Detection of Changes of Variance,1994,,https://doi.org/10.1080/01621459.1994.10476824,10.1080/01621459.1994.10476824,journal_article,true,See original source; no performance number imported into V2.,Source-specific; not assumed identical to SPY.,"Source-specific market, return, volume, range or methodological data.",Daily or source-native; V2 uses only daily causal transformations.,The source motivates the mechanism; V2 formulas are separately frozen and are not represented as exact replications unless stated.,Not imported. V2 universally decides after close t and executes next SPY open t+1.,Source-specific; V2 headline costs are exactly zero by user contract.,Proposes cumulative sums of squares for variance-change detection.,See source. V2 treats all new rules as untested until Aurora train.,Not established by this record unless separately cited.,true,true,medium; V2 requires rolling/expanding calculations ending at close t.,low for SPY-only; fixed-ETF panels avoid current-constituent reconstruction.,low for raw daily market data; vendor corrections require snapshot hashes.,high at campaign level; 144 V2 plus 168 V1 declared trials are counted cumulatively.,small and frozen,high,Motivates volatility-break diagnostics; retrospective formulation cannot be used directly without causal adaptation.,include_method_with_causal_adaptation,Motivates volatility-break diagnostics; retrospective formulation cannot be used directly without causal adaptation.,Proposes cumulative sums of squares for variance-change detection.,A plausible mechanism is translated into a deterministic +1/-1 candidate; performance remains unknown.,Exact empirical tables and coefficients were not independently reproduced during package construction.,pre_2011_evidence,change_detection,true,verified_bibliographic_identity_exact,1004d1c1cc73b071deca223faf018b99ea34c7dd11eb70352dc637059c49dd40,Official publisher/repository metadata and DOI where available.,https://doi.org/10.1080/01621459.1994.10476824,2026-08-05,,abstract_or_official_metadata_checked
SRC0264,Leo Breiman; Jerome H. Friedman; Richard A. Olshen; Charles J. Stone,Classification and Regression Trees,1984,,https://www.routledge.com/Classification-and-Regression-Trees/Breiman-Friedman-Olshen-Stone/p/book/9780412048418,,book,true,See original source; no performance number imported into V2.,Source-specific; not assumed identical to SPY.,"Source-specific market, return, volume, range or methodological data.",Daily or source-native; V2 uses only daily causal transformations.,The source motivates the mechanism; V2 formulas are separately frozen and are not represented as exact replications unless stated.,Not imported. V2 universally decides after close t and executes next SPY open t+1.,Source-specific; V2 headline costs are exactly zero by user contract.,Defines recursive partitioning methods for interpretable classification and regression trees.,See source. V2 treats all new rules as untested until Aurora train.,Not established by this record unless separately cited.,true,true,medium; V2 requires rolling/expanding calculations ending at close t.,low for SPY-only; fixed-ETF panels avoid current-constituent reconstruction.,low for raw daily market data; vendor corrections require snapshot hashes.,high at campaign level; 144 V2 plus 168 V1 declared trials are counted cumulatively.,small and frozen,high,"Supports a tightly frozen, shallow, expanding-window classifier; it does not establish market predictability.",include_method,"Supports a tightly frozen, shallow, expanding-window classifier; it does not establish market predictability.",Defines recursive partitioning methods for interpretable classification and regression trees.,A plausible mechanism is translated into a deterministic +1/-1 candidate; performance remains unknown.,Exact empirical tables and coefficients were not independently reproduced during package construction.,pre_2011_evidence,interpretable_ml,true,verified_bibliographic_identity_exact,39cd95e5d0969f39f4e363357a520b91008244a2af43a79399ff283b6e4251b1,Official publisher/repository metadata and DOI where available.,https://www.routledge.com/Classification-and-Regression-Trees/Breiman-Friedman-Olshen-Stone/p/book/9780412048418,2026-08-05,,abstract_or_official_metadata_checked
SRC0265,Alex Molchanov; Jeffrey Stangl,Sector Rotation across the Business Cycle: A Systematic Failure,2024,,https://doi.org/10.1002/ijfe.2882,10.1002/ijfe.2882,journal_article,true,See original source; no performance number imported into V2.,Source-specific; not assumed identical to SPY.,"Source-specific market, return, volume, range or methodological data.",Daily or source-native; V2 uses only daily causal transformations.,The source motivates the mechanism; V2 formulas are separately frozen and are not represented as exact replications unless stated.,Not imported. V2 universally decides after close t and executes next SPY open t+1.,Source-specific; V2 headline costs are exactly zero by user contract.,Reports weak or disappointing systematic sector-rotation performance across business-cycle states.,See source. V2 treats all new rules as untested until Aurora train.,Not established by this record unless separately cited.,true,false,medium; V2 requires rolling/expanding calculations ending at close t.,low for SPY-only; fixed-ETF panels avoid current-constituent reconstruction.,low for raw daily market data; vendor corrections require snapshot hashes.,high at campaign level; 144 V2 plus 168 V1 declared trials are counted cumulatively.,small and frozen,high,Negative post-2010 evidence; requires skepticism toward sector leadership signals.,negative_evidence,Negative post-2010 evidence; requires skepticism toward sector leadership signals.,Reports weak or disappointing systematic sector-rotation performance across business-cycle states.,A plausible mechanism is translated into a deterministic +1/-1 candidate; performance remains unknown.,Exact empirical tables and coefficients were not independently reproduced during package construction.,post_2010_research,sector_rotation,true,verified_bibliographic_identity_exact,148871a697e9bad6cb07bb569b3907b0592e999e62bca8db29a54bb791553b47,Official publisher/repository metadata and DOI where available.,https://doi.org/10.1002/ijfe.2882,2026-08-05,,abstract_or_official_metadata_checked
SRC0266,State Street Global Advisors,"Official fund pages for SPY, DIA and Select Sector SPDR ETFs",2026,,https://www.ssga.com/us/en/individual/etfs,,official_documentation,false,See original source; no performance number imported into V2.,Source-specific; not assumed identical to SPY.,"Source-specific market, return, volume, range or methodological data.",Daily or source-native; V2 uses only daily causal transformations.,The source motivates the mechanism; V2 formulas are separately frozen and are not represented as exact replications unless stated.,Not imported. V2 universally decides after close t and executes next SPY open t+1.,Source-specific; V2 headline costs are exactly zero by user contract.,"Official identity, inception and listing information for State Street ETFs.",See source. V2 treats all new rules as untested until Aurora train.,Not established by this record unless separately cited.,true,false,medium; V2 requires rolling/expanding calculations ending at close t.,low for SPY-only; fixed-ETF panels avoid current-constituent reconstruction.,low for raw daily market data; vendor corrections require snapshot hashes.,high at campaign level; 144 V2 plus 168 V1 declared trials are counted cumulatively.,small and frozen,high,Used only to verify fixed ETF identities and feasible historical starts.,include_data_documentation,Used only to verify fixed ETF identities and feasible historical starts.,"Official identity, inception and listing information for State Street ETFs.",A plausible mechanism is translated into a deterministic +1/-1 candidate; performance remains unknown.,Exact empirical tables and coefficients were not independently reproduced during package construction.,current_data_documentation,data_provenance,false,contextual_record_not_counted_as_verified_primary,3bbcf94ee2faf05181c0619a96ab8f026d6c7bd30b7b13e343f6122b970cb074,Official publisher/repository metadata and DOI where available.,https://www.ssga.com/us/en/individual/etfs,2026-08-05,,contextual_metadata_only
SRC0267,BlackRock iShares,"Official fund pages for IWM, IEF and TLT",2026,,https://www.ishares.com/us,,official_documentation,false,See original source; no performance number imported into V2.,Source-specific; not assumed identical to SPY.,"Source-specific market, return, volume, range or methodological data.",Daily or source-native; V2 uses only daily causal transformations.,The source motivates the mechanism; V2 formulas are separately frozen and are not represented as exact replications unless stated.,Not imported. V2 universally decides after close t and executes next SPY open t+1.,Source-specific; V2 headline costs are exactly zero by user contract.,Official identity and inception documentation for fixed cross-asset ETF predictors.,See source. V2 treats all new rules as untested until Aurora train.,Not established by this record unless separately cited.,true,false,medium; V2 requires rolling/expanding calculations ending at close t.,low for SPY-only; fixed-ETF panels avoid current-constituent reconstruction.,low for raw daily market data; vendor corrections require snapshot hashes.,high at campaign level; 144 V2 plus 168 V1 declared trials are counted cumulatively.,small and frozen,high,Used only for dataset identity and coverage gates.,include_data_documentation,Used only for dataset identity and coverage gates.,Official identity and inception documentation for fixed cross-asset ETF predictors.,A plausible mechanism is translated into a deterministic +1/-1 candidate; performance remains unknown.,Exact empirical tables and coefficients were not independently reproduced during package construction.,current_data_documentation,data_provenance,false,contextual_record_not_counted_as_verified_primary,48d6ce0c29ad0c7d41559edcdc41669a24745821eb7b893f318fd46cd92f0bce,Official publisher/repository metadata and DOI where available.,https://www.ishares.com/us,2026-08-05,,contextual_metadata_only
SRC0268,Invesco,Official fund pages for QQQ and RSP,2026,,https://www.invesco.com/us/en/financial-products/etfs.html,,official_documentation,false,See original source; no performance number imported into V2.,Source-specific; not assumed identical to SPY.,"Source-specific market, return, volume, range or methodological data.",Daily or source-native; V2 uses only daily causal transformations.,The source motivates the mechanism; V2 formulas are separately frozen and are not represented as exact replications unless stated.,Not imported. V2 universally decides after close t and executes next SPY open t+1.,Source-specific; V2 headline costs are exactly zero by user contract.,Official identity and inception documentation for QQQ and RSP.,See source. V2 treats all new rules as untested until Aurora train.,Not established by this record unless separately cited.,true,false,medium; V2 requires rolling/expanding calculations ending at close t.,low for SPY-only; fixed-ETF panels avoid current-constituent reconstruction.,low for raw daily market data; vendor corrections require snapshot hashes.,high at campaign level; 144 V2 plus 168 V1 declared trials are counted cumulatively.,small and frozen,high,Used only for dataset identity and first-valid-date gates.,include_data_documentation,Used only for dataset identity and first-valid-date gates.,Official identity and inception documentation for QQQ and RSP.,A plausible mechanism is translated into a deterministic +1/-1 candidate; performance remains unknown.,Exact empirical tables and coefficients were not independently reproduced during package construction.,current_data_documentation,data_provenance,false,contextual_record_not_counted_as_verified_primary,2237b16d475b9850ef5e1e108df835fb715b7f875904e9c1d68c423c73fbaf53,Official publisher/repository metadata and DOI where available.,https://www.invesco.com/us/en/financial-products/etfs.html,2026-08-05,,contextual_metadata_only
SRC0269,Aurora GitHub Actions campaign,SP500 long-short daily V1 final train artifact and negative result,2026,,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30985200320,,prior_experiment_artifact,false,See original source; no performance number imported into V2.,Source-specific; not assumed identical to SPY.,"Source-specific market, return, volume, range or methodological data.",Daily or source-native; V2 uses only daily causal transformations.,The source motivates the mechanism; V2 formulas are separately frozen and are not represented as exact replications unless stated.,Not imported. V2 universally decides after close t and executes next SPY open t+1.,Source-specific; V2 headline costs are exactly zero by user contract.,"V1 tested 168 declared candidates; 65 were evaluable, none survived the frozen multiple-testing gate.",See source. V2 treats all new rules as untested until Aurora train.,Not established by this record unless separately cited.,true,false,medium; V2 requires rolling/expanding calculations ending at close t.,low for SPY-only; fixed-ETF panels avoid current-constituent reconstruction.,low for raw daily market data; vendor corrections require snapshot hashes.,high at campaign level; 144 V2 plus 168 V1 declared trials are counted cumulatively.,small and frozen,high,Mandatory input for cumulative multiplicity and canonical novelty audit; not a literature source.,mandatory_prior_experiment,Mandatory input for cumulative multiplicity and canonical novelty audit; not a literature source.,"V1 tested 168 declared candidates; 65 were evaluable, none survived the frozen multiple-testing gate.",A plausible mechanism is translated into a deterministic +1/-1 candidate; performance remains unknown.,Exact empirical tables and coefficients were not independently reproduced during package construction.,prior_experiment_evidence,prior_experiment,false,contextual_record_not_counted_as_verified_primary,ba4bf0373460dbda4122fa80e4e14d52e73d42c8abf7ef3463134545c101ba2f,Official publisher/repository metadata and DOI where available.,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30985200320,2026-08-05,,contextual_metadata_only
