strategy_id,family,variant_label,v2_economic_signature,exact_collision_with_v1,nearest_v1_family,semantic_overlap,novelty_basis,manual_review_status
V2STRAT0018,close_location_pressure,CLV_MEAN_63,a8ed5e85b3df02f1e764dd4332a9dccefb6863af98e40f4f2ef95261885bb47e,false,none,new_OHLC_geometry,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0019,range_body_pressure,BODY_RANGE_1,7486132fbba803b0a51b8a447ba94bb4f0a9eb1de4812f06afaa4f088c23ba65,false,none,new_OHLC_geometry,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0020,range_body_pressure,BODY_RANGE_3,3901f8fb4fdb8682bcfd6031ecdb86c8bb481854289a87073a880200cf9bcbda,false,none,new_OHLC_geometry,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0021,range_body_pressure,BODY_RANGE_5,b6955d7d68943f811d5116ae203943f5ee4b678ae27873468a3cad07e64a266e,false,none,new_OHLC_geometry,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0022,range_body_pressure,BODY_RANGE_10,24d9e8569d94ee5bbb0b9dfe630c8459beaf925efe239555c563d6497097fd27,false,none,new_OHLC_geometry,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0023,range_body_pressure,BODY_RANGE_20,cd4869712c341237bdff2946ba3de870885c6d745ad36d32d2e634e421b86696,false,none,new_OHLC_geometry,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0024,range_body_pressure,BODY_RANGE_63,9eba9c6077af613d0c39440e7f8d0bf98314b07553af27c9e110198ba8d18870,false,none,new_OHLC_geometry,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0025,range_volatility_ratio,PARK_RATIO_5_20,6e2e301a5a39e5348b896cce203d04ca6d7f124b5e4b680378120a4c2803fe0e,false,volatility_conditioned_trend,near_neighbor_to_V1_vol_conditioned_trend_but_range_estimator_and_continuous_ratio_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0026,range_volatility_ratio,PARK_RATIO_10_40,618e359c750b1c428c09adf9aedfc64166a00ae625cfb15608e2ca79b08dc88b,false,volatility_conditioned_trend,near_neighbor_to_V1_vol_conditioned_trend_but_range_estimator_and_continuous_ratio_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0027,range_volatility_ratio,PARK_RATIO_20_63,8b86cf82e981484747bb674ef4c3fd28d5f411c4093f0a24dfa0efcb0cdb1d3a,false,volatility_conditioned_trend,near_neighbor_to_V1_vol_conditioned_trend_but_range_estimator_and_continuous_ratio_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0028,range_volatility_ratio,PARK_RATIO_20_126,f95378265670bc27d2ee4ef79bfce2c34b5e98fdfd432c6ee0428f44140426cd,false,volatility_conditioned_trend,near_neighbor_to_V1_vol_conditioned_trend_but_range_estimator_and_continuous_ratio_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0029,range_volatility_ratio,PARK_RATIO_63_252,187e02eac11e4d965123249e1a0856e095a95689fb6532c4ac5162c50c3ea490,false,volatility_conditioned_trend,near_neighbor_to_V1_vol_conditioned_trend_but_range_estimator_and_continuous_ratio_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0030,range_volatility_ratio,PARK_RATIO_126_504,04d1ebcbef0d64031d2bd39c128b20805bc874b4aff1b8b0acc46fadf97ad020,false,volatility_conditioned_trend,near_neighbor_to_V1_vol_conditioned_trend_but_range_estimator_and_continuous_ratio_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0031,semivariance_balance,SEMIVAR_BAL_5,154b3bedf265b9ece3192f4d69e60a84295c132df74bdff73d69f06fe297d563,false,none,new_signed_variance_decomposition,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0032,semivariance_balance,SEMIVAR_BAL_10,ca3492cd70010543593e7eb510dfdf1fd95ce6d2c068638c7c95960f5a5a8a50,false,none,new_signed_variance_decomposition,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0033,semivariance_balance,SEMIVAR_BAL_20,d2bfb766e9d499271e237f4252cc5c5c4ad2a20ca43f8de6b4ab3ef63dc9d481,false,none,new_signed_variance_decomposition,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0034,semivariance_balance,SEMIVAR_BAL_40,c6e166cfb708799f4ded316219e273d59259cbaf2002d3b27fed527a889b3095,false,none,new_signed_variance_decomposition,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0035,semivariance_balance,SEMIVAR_BAL_63,2d85683b918aed8b0c1cc357677025ad5ad1c598cef1171b708dd3ef9e12d41f,false,none,new_signed_variance_decomposition,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0036,semivariance_balance,SEMIVAR_BAL_126,f88055a4f5c7af16d3764f96a3a908c9507c352bc5f6512b7ad4f8e1e3afc28d,false,none,new_signed_variance_decomposition,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0037,skewness_state,SKEW_CONT_20,75593e445d9c9f4f12126bec35a6b030fcf644682b5b1b13137cc07b29453173,false,none,new_higher_moment,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0038,skewness_state,SKEW_CONT_63,8d80a6804eba339e243fd43cf63a69a4b6776df716a12825cfc46f1bc8070cf6,false,none,new_higher_moment,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0039,skewness_state,SKEW_CONT_126,02260e637003cb89a83a4ee15f3b3cb2b743e8693bd53fa0cf7d424d3d7fc12e,false,none,new_higher_moment,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0040,skewness_state,SKEW_CONTRA_20,e13393d3f00628da8790f6cba87c0c08c7eef04630628b5de544607c8f13f19c,false,none,new_higher_moment,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0041,skewness_state,SKEW_CONTRA_63,93b5efb461f9ae9ce7ff45a7724b90c64acb74ddf64780cc2d755e64cb960977,false,none,new_higher_moment,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0042,skewness_state,SKEW_CONTRA_126,dfb0d5e90372d7971d3883b45772b3cdb28e5995f7ac98dbe02cb4c76045139d,false,none,new_higher_moment,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0043,tail_imbalance,TAIL_REV_Z1p5_63,f6067b345aec26de63b7a3ce09206eee14b7467b41d0cf398f3c5eea7b846aab,false,short_horizon_reversal,near_neighbor_to_V1_short_reversal_but_robust_tail_events_and_hysteresis_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0044,tail_imbalance,TAIL_REV_Z2p0_63,2a106c5e7171ad5634e1761a75dc9534d6e3f16bdf09804622f95dfd7556e86a,false,short_horizon_reversal,near_neighbor_to_V1_short_reversal_but_robust_tail_events_and_hysteresis_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0045,tail_imbalance,TAIL_REV_Z1p5_126,c07bf072cfd7646c88d50f87f7f9ae779dae44cc8b28b23da17e7809db0ab153,false,short_horizon_reversal,near_neighbor_to_V1_short_reversal_but_robust_tail_events_and_hysteresis_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0046,tail_imbalance,TAIL_REV_Z2p0_126,665881bd3b7209727e38101300b9ad09c7647176620fa23e3adad7243805fd04,false,short_horizon_reversal,near_neighbor_to_V1_short_reversal_but_robust_tail_events_and_hysteresis_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0047,tail_imbalance,TAIL_REV_Z1p5_252,2a715060e5a204ed7357df7fecea6d38e8e0fd5f78a2a97d8274f8be8400f84a,false,short_horizon_reversal,near_neighbor_to_V1_short_reversal_but_robust_tail_events_and_hysteresis_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0048,tail_imbalance,TAIL_REV_Z2p0_252,9be9afbda221f3797cc34c6d6351b9c7e9adae2d6216002b9fc98588f012e9cb,false,short_horizon_reversal,near_neighbor_to_V1_short_reversal_but_robust_tail_events_and_hysteresis_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0049,volatility_of_volatility,VOV_CONT_RV20_W20,a3197fd90ed6bf774e76fde72a232669d35269b50f42bfd45b99fbad59aca946,false,none,new_second_order_volatility,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0050,volatility_of_volatility,VOV_REVERSE_RV20_W20,86db5423586c5b177c385ccbab4ba17dfca9a8da48900b08db2a2222e6013cf9,false,none,new_second_order_volatility,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0051,volatility_of_volatility,VOV_CONT_RV20_W63,59b16239e535873514ecb8e94aaa1f89132b10f869a80a3dc8d82cb290f16fcd,false,none,new_second_order_volatility,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0052,volatility_of_volatility,VOV_REVERSE_RV20_W63,99dda8e33c1c5bd582ac40255c2b16b7291833509e300762c9cdd7985fed71e8,false,none,new_second_order_volatility,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0053,volatility_of_volatility,VOV_CONT_RV63_W63,ce7ab5e657e859fbffe68c8e29323b91919e2b5cb59d6189c70105f30f900368,false,none,new_second_order_volatility,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0054,volatility_of_volatility,VOV_REVERSE_RV63_W63,e20d869ca0ab633a8f684b57dce5e9ca060e8df972c6b58567b4a7442003b6b7,false,none,new_second_order_volatility,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0055,variance_ratio_switch,VR_SWITCH_Q2_W126,bbd6e30d6cfeb945ad7a98e2db77d42494de8488b3c67b399de27a000113cea0,false,none,new_serial_dependence_statistic,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0056,variance_ratio_switch,VR_SWITCH_Q5_W126,2ff86d0d3b301d3cad10998a05b42d278fe327d1f99c9388d9721ec71d14171a,false,none,new_serial_dependence_statistic,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0057,variance_ratio_switch,VR_SWITCH_Q10_W252,3977481aa0db28a7aa95c47e3ee252f78772174244764d19b83f17e260b69226,false,none,new_serial_dependence_statistic,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0058,variance_ratio_switch,VR_SWITCH_Q20_W252,d1ff391128ceafdd074ec665ed6f97776d94d8534b1ad3405d9831b963d0b1af,false,none,new_serial_dependence_statistic,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0059,variance_ratio_switch,VR_SWITCH_Q5_W504,1858441c4ce56168a15d2c05366ae6b17800677315158add014c0ef341224441,false,none,new_serial_dependence_statistic,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0060,variance_ratio_switch,VR_SWITCH_Q20_W504,d9f59a11a3ab1a87d371a45f2ae54dd1f275557aa32fdef96759b3e3b8966236,false,none,new_serial_dependence_statistic,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0061,autocorrelation_switch,AC_SWITCH_L1_W63,c65b89a08e4fb9fd8ad697cca98ad5d388853071560c28afad2a30f96de7ab2c,false,none,new_dynamic_serial_dependence,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0062,autocorrelation_switch,AC_SWITCH_L2_W63,446c477b66c11fbd73676ceb60de122e6d73c9fd33c86f07cb2009e86e16c1d2,false,none,new_dynamic_serial_dependence,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0063,autocorrelation_switch,AC_SWITCH_L5_W126,d7b911bba6c9a366e426e816b2bf884c4b0b6a84baa1959285b47d8ae7d29143,false,none,new_dynamic_serial_dependence,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0064,autocorrelation_switch,AC_SWITCH_L10_W126,aca07ba61b273628fc1c41a7d80bb6df0d4116734751979ce2e8eca38074b9d5,false,none,new_dynamic_serial_dependence,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0065,autocorrelation_switch,AC_SWITCH_L20_W252,d5ddee830aec846736f15b834de40d1167aba94af2112a193d5c79b25ff0feb6,false,none,new_dynamic_serial_dependence,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0066,autocorrelation_switch,AC_SWITCH_L63_W504,56f9ff442447d98e7b49ad4ead5e9bd1f6f3b07b41cae994739d4afc7b23842b,false,none,new_dynamic_serial_dependence,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0067,regression_trend_tstat,REG_TSTAT_20,18f62a0fe90f1bb746e495e0365479402a56f175ebfe08958bbc8c7ff48e274a,false,time_series_momentum; price_trend_sma,near_neighbor_to_V1_trend_but_path_and_HAC_tstat_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0068,regression_trend_tstat,REG_TSTAT_40,588b0853e97af09ad91e3684e73482b512c4ffd6aa291c1919fb575a59a99cfb,false,time_series_momentum; price_trend_sma,near_neighbor_to_V1_trend_but_path_and_HAC_tstat_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0069,regression_trend_tstat,REG_TSTAT_63,abf1ee8ba6543267730ad16532baf9ad6028a5c35bab5492b7d9f009db6c66db,false,time_series_momentum; price_trend_sma,near_neighbor_to_V1_trend_but_path_and_HAC_tstat_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0070,regression_trend_tstat,REG_TSTAT_126,507f38edb33ee6240b98ba40175cf072a7a4d6dec640a4dc1344c29bce44295c,false,time_series_momentum; price_trend_sma,near_neighbor_to_V1_trend_but_path_and_HAC_tstat_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0071,regression_trend_tstat,REG_TSTAT_189,bc18243f46f9288fe2d2c47bdc90df0948c5208898787f3542fd1bdc9364ff9c,false,time_series_momentum; price_trend_sma,near_neighbor_to_V1_trend_but_path_and_HAC_tstat_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0072,regression_trend_tstat,REG_TSTAT_252,47640f42051b6b396f2870354e2714350ac8d1c056292dce6c064d12ddf91d91,false,time_series_momentum; price_trend_sma,near_neighbor_to_V1_trend_but_path_and_HAC_tstat_are_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0073,fifty_two_week_state,HIGH_STATE_63_0p9,3a7c112f6e1d069e9c9dca3408db9660dfda23bec1699a708fc57670497e2551,false,none,new_reference_price_state,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0074,fifty_two_week_state,HIGH_STATE_63_0p95,20d3c727fcd6df199c8a18e1978879aa09114b1449c291e9f6784414dc40088c,false,none,new_reference_price_state,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0075,fifty_two_week_state,HIGH_STATE_126_0p9,25a74465d89ac0aee84c9e533b660a84f0c7a10883b08b09ac8e75e919af16e6,false,none,new_reference_price_state,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0076,fifty_two_week_state,HIGH_STATE_126_0p95,bd547963a97e7db58c8ef75e58990e53b39f63e6e351f96e804db2a954a2425b,false,none,new_reference_price_state,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0077,fifty_two_week_state,HIGH_STATE_252_0p9,55a9a00c08847604a4f8de48dd32704726155cc5fad8b368c7ec9f7bb90aa13e,false,none,new_reference_price_state,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0078,fifty_two_week_state,HIGH_STATE_252_0p95,4dd6c0f0529553a68f737a4599458ec4748dc508083e5f1c8de01cf90bcbbda7,false,none,new_reference_price_state,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0079,momentum_acceleration,MOM_ACCEL_5_20,ba513bb074f11470cae913702819632d8c4846582e5684c393e0f903a8fc734e,false,time_series_momentum,near_neighbor_to_V1_momentum_but_drift_acceleration_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0080,momentum_acceleration,MOM_ACCEL_10_63,5c4b42911dab2b96242f1693616bc912ca534f353646baac1aeea47f65941a67,false,time_series_momentum,near_neighbor_to_V1_momentum_but_drift_acceleration_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0081,momentum_acceleration,MOM_ACCEL_20_126,dd1ed5ab2b62efca4da77288ec63a8343eb99db74090218a47bcdfab330af0b7,false,time_series_momentum,near_neighbor_to_V1_momentum_but_drift_acceleration_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0082,momentum_acceleration,MOM_ACCEL_21_252,82fcb6a5f4dc8761791895e95fbd1a1c323eb9d21d04e677319340d6d68a6fbf,false,time_series_momentum,near_neighbor_to_V1_momentum_but_drift_acceleration_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0083,momentum_acceleration,MOM_ACCEL_63_252,eb6bb29666ca760853bc0f98e2be024c53aa26beb8f6d6706da45b6bb5d1003b,false,time_series_momentum,near_neighbor_to_V1_momentum_but_drift_acceleration_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0084,momentum_acceleration,MOM_ACCEL_126_504,e15349bdfa1fbe06227f1061c1162f9a996299c4e2ff3ac6477df5a8b32b6876,false,time_series_momentum,near_neighbor_to_V1_momentum_but_drift_acceleration_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
